#=====================================================
# iance$|noun|iant$|adj|2013|ORG_RULE|CHILD
# Total count: 34
#=====================================================
intersubjective|adj|E0220319|intersubjectiveness|noun|E0526656|yes
firm|adj|E0027978|firmness|noun|E0027983|yes
overweight|adj|E0044725|overweightness|noun|E0233307|yes
non-defensive|adj|E0526628|non-defensiveness|noun|E0526629|yes
lusterless|adj|E0359938|lusterlessness|noun|E0226144|yes
tenible|adj|E0060187|tenibleness|noun|E0219639|yes
restive|adj|E0053070|restiveness|noun|E0053071|yes
successive|adj|E0058776|successiveness|noun|E0058778|yes
superstitious|adj|E0059115|superstitiousness|noun|E0513587|yes
topical|adj|E0061405|topicalness|noun|E0599866|yes
sacred|adj|E0054078|sacredness|noun|E0054079|yes
heteroecious|adj|E0031500|heteroeciousness|noun|E0587446|yes
skew|adj|E0056146|skewness|noun|E0056150|yes
tuneful|adj|E0062584|tunefulness|noun|E0062585|yes
gelatinous|adj|E0029493|gelatinousness|noun|E0587403|yes
non-fit|adj|E0603748|non-fitness|noun|E0603747|yes
eager|adj|E0024307|eagerness|noun|E0024309|yes
watertight|adj|E0229866|watertightness|noun|E0229867|yes
filling|adj|E0559845|fillingness|noun|E0559844|yes
unfailing|adj|E0538593|unfailingness|noun|E0539884|yes
timorous|adj|E0219694|timorousness|noun|E0587653|yes
flowerless|adj|E0028230|flowerlessness|noun|E0229034|yes
rate-responsive|adj|E0355847|rate-responsiveness|noun|E0731113|yes
intuitive|adj|E0035654|intuitiveness|noun|E0035655|yes
erect|adj|E0025979|erectness|noun|E0025982|yes
fond|adj|E0028430|fondness|noun|E0028432|yes
landless|adj|E0036823|landlessness|noun|E0229042|yes
precise|adj|E0049550|preciseness|noun|E0049552|yes
rightful|adj|E0053609|rightfulness|noun|E0053610|yes
fitting|adj|E0514159|fittingness|noun|E0514158|yes
value-laden|adj|E0513575|value-ladenness|noun|E0513576|yes
noble-minded|adj|E0042732|noble-mindedness|noun|E0042733|yes
beardless|adj|E0012169|beardlessness|noun|E0229018|yes
non-sparse|adj|E0605331|non-sparseness|noun|E0605332|yes
various|adj|E0064050|variousness|noun|E0064052|yes
smokeless|adj|E0056395|smokelessness|noun|E0229080|yes
well-formed|adj|E0233078|well-formedness|noun|E0233079|yes
undirected|adj|E0312777|undirectedness|noun|E0598312|yes
abrupt|adj|E0006573|abruptness|noun|E0006576|yes
operative|adj|E0043921|operativeness|noun|E0043924|yes
resourceful|adj|E0053007|resourcefulness|noun|E0053008|yes
unsuitable|adj|E0319147|unsuitableness|noun|E0312416|yes
tenable|adj|E0060187|tenableness|noun|E0219639|yes
factitious|adj|E0027147|factitiousness|noun|E0027148|yes
combative|adj|E0017958|combativeness|noun|E0226322|yes
bedridden|adj|E0012212|bedriddenness|noun|E0556201|yes
worthwhile|adj|E0065645|worthwhileness|noun|E0065646|yes
suspensive|adj|E0332318|suspensiveness|noun|E0526964|yes
earnest|adj|E0024322|earnestness|noun|E0024325|yes
distractive|adj|E0234959|distractiveness|noun|E0526697|yes
eventless|adj|E0230187|eventlessness|noun|E0546483|yes
injurious|adj|E0034671|injuriousness|noun|E0233326|yes
unsafe|adj|E0207154|unsafeness|noun|E0538078|yes
dissuasive|adj|E0526434|dissuasiveness|noun|E0526435|yes
deliberative|adj|E0021371|deliberativeness|noun|E0527013|yes
sulphureous|adj|E0553891|sulphureousness|noun|E0587840|yes
desaturated|adj|E0603215|desaturatedness|noun|E0603216|yes
corrective|adj|E0019136|correctiveness|noun|E0226218|yes
cloudless|adj|E0017484|cloudlessness|noun|E0229023|yes
abusive|adj|E0006649|abusiveness|noun|E0006650|yes
perspicacious|adj|E0046944|perspicaciousness|noun|E0587335|yes
emulous|adj|E0360183|emulousness|noun|E0360184|yes
non-free|adj|E0603728|non-freeness|noun|E0603736|yes
inexpensive|adj|E0034319|inexpensiveness|noun|E0233278|yes
facetious|adj|E0027107|facetiousness|noun|E0027109|yes
weird|adj|E0065221|weirdness|noun|E0065222|yes
brazen|adj|E0219705|brazenness|noun|E0219707|yes
noble|adj|E0042728|nobleness|noun|E0221451|yes
overcautious|adj|E0222653|overcautiousness|noun|E0222654|yes
open|adj|E0043887|openness|noun|E0043897|yes
rich|adj|E0053553|richness|noun|E0053555|yes
haggard|adj|E0030686|haggardness|noun|E0030687|yes
openminded|adj|E0237491|openmindedness|noun|E0237490|yes
obsessive-compulsive|adj|E0201860|obsessive-compulsiveness|noun|E0233277|yes
rate responsive|adj|E0355847|rate responsiveness|noun|E0731113|yes
indefinable|adj|E0229854|indefinableness|noun|E0229855|yes
Jewish|adj|E0003541|Jewishness|noun|E0233292|yes
homey|adj|E0234339|homeyness|noun|E0731959|yes
hyperalert|adj|E0410187|hyperalertness|noun|E0410186|yes
evil-minded|adj|E0564784|evil-mindedness|noun|E0564787|yes
mucoid|adj|E0041200|mucoidness|noun|E0556143|yes
meretricious|adj|E0039612|meretriciousness|noun|E0039613|yes
snow blind|adj|E0056474|snow blindness|noun|E0056475|yes
sea sick|adj|E0054879|sea sickness|noun|E0054880|yes
secluded|adj|E0054903|secludedness|noun|E0054904|yes
simple|adj|E0055965|simpleness|noun|E0332414|yes
non-destructive|adj|E0319867|non-destructiveness|noun|E0514181|yes
uproarious|adj|E0565109|uproariousness|noun|E0565111|yes
autoaggressive|adj|E0011270|autoaggressiveness|noun|E0526894|yes
neat-handed|adj|E0551437|neat-handedness|noun|E0551438|yes
withdrawn|adj|E0598280|withdrawnness|noun|E0598281|yes
controlling|adj|E0018838|controllingness|noun|E0556146|yes
respectable|adj|E0053012|respectableness|noun|E0053013|yes
murderous|adj|E0041395|murderousness|noun|E0041396|yes
exclusive|adj|E0026566|exclusiveness|noun|E0226316|yes
persuasive|adj|E0046953|persuasiveness|noun|E0046954|yes
droll|adj|E0360120|drollness|noun|E0360121|yes
diminutive|adj|E0022957|diminutiveness|noun|E0226163|yes
manic depressive|adj|E0201607|manic depressiveness|noun|E0233312|yes
non-representative|adj|E0220572|non-representativeness|noun|E0514180|yes
superb|adj|E0059001|superbness|noun|E0059002|yes
fair|adj|E0027195|fairness|noun|E0027199|yes
licentious|adj|E0037460|licentiousness|noun|E0037461|yes
curative|adj|E0020149|curativeness|noun|E0526658|yes
bedfast|adj|E0012209|bedfastness|noun|E0556417|yes
nonright-handed|adj|E0233707|nonright-handedness|noun|E0233706|yes
distant|adj|E0023509|distantness|noun|E0540803|yes
indivisible|adj|E0034216|indivisibleness|noun|E0552453|yes
evenhanded|adj|E0538041|evenhandedness|noun|E0538042|yes
sly|adj|E0056349|slyness|noun|E0056351|yes
pronounced|adj|E0603214|pronouncedness|noun|E0603213|yes
repetitive|adj|E0052816|repetitiveness|noun|E0226153|yes
weak|adj|E0065159|weakness|noun|E0065161|yes
glib|adj|E0029853|glibness|noun|E0029854|yes
adaptive|adj|E0007243|adaptiveness|noun|E0007244|yes
non-real|adj|E0603490|non-realness|noun|E0603494|yes
illicit|adj|E0033414|illicitness|noun|E0226352|yes
fateful|adj|E0027390|fatefulness|noun|E0027391|yes
assortive|adj|E0238067|assortiveness|noun|E0556191|yes
bow-legged|adj|E0513548|bow-leggedness|noun|E0513549|yes
raucous|adj|E0219649|raucousness|noun|E0219650|yes
joint|adj|E0036232|jointness|noun|E0513580|yes
semidwarf|adj|E0578894|semidwarfness|noun|E0578895|yes
aged|adj|E0007742|agedness|noun|E0556199|yes
rank|adj|E0051969|rankness|noun|E0051971|yes
hypertense|adj|E0235610|hypertenseness|noun|E0559761|yes
anterior|adj|E0009299|anteriorness|noun|E0597130|yes
late|adj|E0036936|lateness|noun|E0036941|yes
infectious|adj|E0034367|infectiousness|noun|E0034368|yes
leprous|adj|E0037259|leprousness|noun|E0587457|yes
fumbling|adj|E0538141|fumblingness|noun|E0538140|yes
bold|adj|E0013653|boldness|noun|E0013655|yes
reflexive|adj|E0052430|reflexiveness|noun|E0052431|yes
illustrious|adj|E0033439|illustriousness|noun|E0587495|yes
subjective|adj|E0058509|subjectiveness|noun|E0226149|yes
slender|adj|E0056262|slenderness|noun|E0056264|yes
nonambiguous|adj|E0603051|nonambiguousness|noun|E0603053|yes
wireless|adj|E0065496|wirelessness|noun|E0232954|yes
deleterious|adj|E0021363|deleteriousness|noun|E0538064|yes
nontender|adj|E0457620|nontenderness|noun|E0556218|yes
promiscuous|adj|E0050328|promiscuousness|noun|E0050329|yes
tired|adj|E0061170|tiredness|noun|E0061171|yes
bottomless|adj|E0013819|bottomlessness|noun|E0013820|yes
typical|adj|E0062763|typicalness|noun|E0233321|yes
posed|adj|E0233294|posedness|noun|E0233295|yes
defenceless|adj|E0021179|defencelessness|noun|E0021180|yes
feeble-minded|adj|E0333860|feeble-mindedness|noun|E0333859|yes
prayerful|adj|E0229939|prayerfulness|noun|E0229940|yes
radio-responsive|adj|E0338597|radio-responsiveness|noun|E0338596|yes
intrusive|adj|E0035648|intrusiveness|noun|E0035649|yes
frail|adj|E0028726|frailness|noun|E0513586|yes
swift|adj|E0059430|swiftness|noun|E0059432|yes
warrantable|adj|E0229850|warrantableness|noun|E0229851|yes
colorless|adj|E0017911|colorlessness|noun|E0017912|yes
monkish|adj|E0360282|monkishness|noun|E0360284|yes
slim|adj|E0056279|slimness|noun|E0056283|yes
unapproachable|adj|E0226938|unapproachableness|noun|E0226939|yes
precautious|adj|E0537665|precautiousness|noun|E0565224|yes
sick|adj|E0055818|sickness|noun|E0055831|yes
representative|adj|E0052860|representativeness|noun|E0334934|yes
purebred|adj|E0312269|purebredness|noun|E0559652|yes
hypo-responsive|adj|E0419354|hypo-responsiveness|noun|E0419353|yes
immunosuppressive|adj|E0033689|immunosuppressiveness|noun|E0513571|yes
inventive|adj|E0035692|inventiveness|noun|E0035693|yes
unpretentious|adj|E0233144|unpretentiousness|noun|E0233145|yes
furtive|adj|E0029089|furtiveness|noun|E0029090|yes
rare|adj|E0051999|rareness|noun|E0052004|yes
reserved|adj|E0052948|reservedness|noun|E0538612|yes
genderless|adj|E0570471|genderlessness|noun|E0587590|yes
disingenuous|adj|E0023329|disingenuousness|noun|E0023330|yes
away|adj|E0011458|awayness|noun|E0226400|yes
ferocious|adj|E0027613|ferociousness|noun|E0588853|yes
difficult|adj|E0022635|difficultness|noun|E0226320|yes
bio-effective|adj|E0514162|bio-effectiveness|noun|E0514161|yes
vivacious|adj|E0064815|vivaciousness|noun|E0587842|yes
will-less|adj|E0220490|will-lessness|noun|E0229100|yes
sheer|adj|E0055599|sheerness|noun|E0055602|yes
forgetful|adj|E0028563|forgetfulness|noun|E0028564|yes
noncool|adj|E0605197|noncoolness|noun|E0605198|yes
detective|adj|E0526596|detectiveness|noun|E0526840|yes
fat|adj|E0027381|fatness|noun|E0027408|yes
clean|adj|E0017270|cleanness|noun|E0017278|yes
blunt|adj|E0013579|bluntness|noun|E0013580|yes
overfull|adj|E0556820|overfullness|noun|E0556821|yes
necessitous|adj|E0537197|necessitousness|noun|E0537198|yes
unreserved|adj|E0537168|unreservedness|noun|E0539862|yes
right sided|adj|E0237449|right sidedness|noun|E0588314|yes
cancerous|adj|E0014898|cancerousness|noun|E0604327|yes
horrible|adj|E0032022|horribleness|noun|E0657563|yes
distinct|adj|E0023521|distinctness|noun|E0023526|yes
polymorphous|adj|E0048780|polymorphousness|noun|E0587603|yes
runted|adj|E0221909|runtedness|noun|E0221910|yes
astonishing|adj|E0539899|astonishingness|noun|E0539898|yes
oblong|adj|E0043366|oblongness|noun|E0226364|yes
light-hearted|adj|E0037535|light-heartedness|noun|E0037536|yes
distributive|adj|E0023561|distributiveness|noun|E0526875|yes
yielding|adj|E0538628|yieldingness|noun|E0538629|yes
intransitive|adj|E0035507|intransitiveness|noun|E0526994|yes
auspicious|adj|E0011237|auspiciousness|noun|E0011238|yes
scrupulous|adj|E0054807|scrupulousness|noun|E0054808|yes
biased|adj|E0603235|biasedness|noun|E0603236|yes
antitussive|adj|E0009777|antitussiveness|noun|E0526603|yes
non-possessive|adj|E0604721|non-possessiveness|noun|E0604722|yes
faithless|adj|E0027206|faithlessness|noun|E0027207|yes
overreactive|adj|E0513018|overreactiveness|noun|E0526712|yes
unchangeable|adj|E0226943|unchangeableness|noun|E0226944|yes
clownish|adj|E0359823|clownishness|noun|E0359824|yes
incohesive|adj|E0546290|incohesiveness|noun|E0559658|yes
obdurate|adj|E0043323|obdurateness|noun|E0539981|yes
unfashionable|adj|E0438146|unfashionableness|noun|E0438147|yes
pig-headed|adj|E0047902|pig-headedness|noun|E0047903|yes
logical|adj|E0037989|logicalness|noun|E0037992|yes
nonprime|adj|E0604716|nonprimeness|noun|E0604717|yes
white|adj|E0065359|whiteness|noun|E0065363|yes
open minded|adj|E0237491|open mindedness|noun|E0237490|yes
emotionless|adj|E0024979|emotionlessness|noun|E0024980|yes
ambidextrous|adj|E0300223|ambidextrousness|noun|E0226136|yes
left-handed|adj|E0037144|left-handedness|noun|E0214022|yes
under-responsive|adj|E0606553|under-responsiveness|noun|E0606554|yes
manic-depressive|adj|E0201607|manic-depressiveness|noun|E0233312|yes
onerous|adj|E0043819|onerousness|noun|E0537930|yes
inward|adj|E0035753|inwardness|noun|E0035755|yes
non-distinct|adj|E0605188|non-distinctness|noun|E0605190|yes
short-sighted|adj|E0433442|short-sightedness|noun|E0433441|yes
feeble|adj|E0027511|feebleness|noun|E0027512|yes
conflictive|adj|E0235746|conflictiveness|noun|E0526902|yes
executive|adj|E0527006|executiveness|noun|E0527005|yes
glutinous|adj|E0030001|glutinousness|noun|E0587481|yes
pinnate|adj|E0047995|pinnateness|noun|E0556345|yes
intrarelated|adj|E0623169|intrarelatedness|noun|E0623170|yes
oafish|adj|E0360312|oafishness|noun|E0360313|yes
attainable|adj|E0011101|attainableness|noun|E0540088|yes
talkative|adj|E0059838|talkativeness|noun|E0059839|yes
extended|adj|E0514157|extendedness|noun|E0514156|yes
nonunique|adj|E0233724|nonuniqueness|noun|E0233723|yes
discontented|adj|E0538093|discontentedness|noun|E0538092|yes
unpretending|adj|E0539412|unpretendingness|noun|E0539413|yes
slow|adj|E0056326|slowness|noun|E0056330|yes
errorprone|adj|E0236797|errorproneness|noun|E0597124|yes
sorrowful|adj|E0056798|sorrowfulness|noun|E0540186|yes
inarticulate|adj|E0033909|inarticulateness|noun|E0222915|yes
transient|adj|E0061770|transientness|noun|E0559840|yes
rebellious|adj|E0052145|rebelliousness|noun|E0052146|yes
humourous|adj|E0032246|humourousness|noun|E0342677|yes
perplexed|adj|E0046911|perplexedness|noun|E0539875|yes
thick|adj|E0060629|thickness|noun|E0060636|yes
restorative|adj|E0053077|restorativeness|noun|E0526711|yes
bipartite|adj|E0013122|bipartiteness|noun|E0559779|yes
given|adj|E0029787|givenness|noun|E0538038|yes
scandalous|adj|E0054489|scandalousness|noun|E0054491|yes
disassortative|adj|E0526873|disassortativeness|noun|E0526874|yes
divisive|adj|E0023633|divisiveness|noun|E0023634|yes
corrupt|adj|E0019174|corruptness|noun|E0019179|yes
adept|adj|E0007343|adeptness|noun|E0226383|yes
non-nested|adj|E0603030|non-nestedness|noun|E0603031|yes
lovesick|adj|E0038101|lovesickness|noun|E0038102|yes
precipitate|adj|E0049542|precipitateness|noun|E0049543|yes
needful|adj|E0042104|needfulness|noun|E0540182|yes
mindful|adj|E0040345|mindfulness|noun|E0040346|yes
candid|adj|E0014913|candidness|noun|E0014920|yes
nondestructive|adj|E0319867|nondestructiveness|noun|E0514181|yes
unobstructive|adj|E0611124|unobstructiveness|noun|E0611125|yes
patient-centered|adj|E0045991|patient-centeredness|noun|E0233299|yes
nonsupportive|adj|E0519050|nonsupportiveness|noun|E0526745|yes
dull|adj|E0024080|dullness|noun|E0024081|yes
air-sick|adj|E0007901|air-sickness|noun|E0007902|yes
non-occlusive|adj|E0042878|non-occlusiveness|noun|E0526750|yes
quaint|adj|E0051543|quaintness|noun|E0051544|yes
entire|adj|E0025556|entireness|noun|E0540819|yes
temperamental|adj|E0342727|temperamentalness|noun|E0559674|yes
wordless|adj|E0065596|wordlessness|noun|E0065597|yes
sanctimonious|adj|E0545623|sanctimoniousness|noun|E0587845|yes
omnivorous|adj|E0043775|omnivorousness|noun|E0587837|yes
tight|adj|E0061066|tightness|noun|E0061070|yes
piggish|adj|E0047879|piggishness|noun|E0047880|yes
fruitful|adj|E0028922|fruitfulness|noun|E0028923|yes
lavish|adj|E0037027|lavishness|noun|E0037029|yes
pulseless|adj|E0208202|pulselessness|noun|E0071192|yes
non-meritorious|adj|E0604854|non-meritoriousness|noun|E0604855|yes
exacting|adj|E0513552|exactingness|noun|E0513551|yes
nonphotoresponsive|adj|E0606721|nonphotoresponsiveness|noun|E0606722|yes
overserious|adj|E0222784|overseriousness|noun|E0222783|yes
light headed|adj|E0204580|light headedness|noun|E0204583|yes
protective|adj|E0050542|protectiveness|noun|E0050543|yes
hot|adj|E0032073|hotness|noun|E0233281|yes
intrapunitive|adj|E0617992|intrapunitiveness|noun|E0620121|yes
dim|adj|E0022877|dimness|noun|E0022960|yes
tasteful|adj|E0059973|tastefulness|noun|E0540201|yes
overconcerned|adj|E0222673|overconcernedness|noun|E0559697|yes
querulous|adj|E0051611|querulousness|noun|E0051612|yes
cloying|adj|E0561525|cloyingness|noun|E0561526|yes
northern|adj|E0004491|northernness|noun|E0559701|yes
perilous|adj|E0046577|perilousness|noun|E0587334|yes
unskillful|adj|E0229868|unskillfulness|noun|E0229869|yes
worn out|adj|E0587208|worn outness|noun|E0587212|yes
destitute|adj|E0022085|destituteness|noun|E0022086|yes
isolated|adj|E0036024|isolatedness|noun|E0732300|yes
nameless|adj|E0041845|namelessness|noun|E0229051|yes
co-conscious|adj|E0017653|co-consciousness|noun|E0538019|yes
avaricious|adj|E0011405|avariciousness|noun|E0587767|yes
unprofitable|adj|E0344824|unprofitableness|noun|E0538043|yes
welcome|adj|E0065223|welcomeness|noun|E0540613|yes
nano-rough|adj|E0665061|nano-roughness|noun|E0665060|yes
skillful|adj|E0056159|skillfulness|noun|E0056161|yes
heterogeneous|adj|E0031505|heterogeneousness|noun|E0031506|yes
unerring|adj|E0538847|unerringness|noun|E0539885|yes
skilful|adj|E0056159|skilfulness|noun|E0056161|yes
mixed-handed|adj|E0237489|mixed-handedness|noun|E0237488|yes
microinvasive|adj|E0040115|microinvasiveness|noun|E0526838|yes
livid|adj|E0037865|lividness|noun|E0540479|yes
expeditious|adj|E0026747|expeditiousness|noun|E0226139|yes
considerate|adj|E0018605|considerateness|noun|E0018606|yes
luscious|adj|E0038267|lusciousness|noun|E0038268|yes
non-responsive|adj|E0419167|non-responsiveness|noun|E0042908|yes
nonintrusive|adj|E0526663|nonintrusiveness|noun|E0526664|yes
unpleasant|adj|E0063316|unpleasantness|noun|E0063317|yes
doubtless|adj|E0359417|doubtlessness|noun|E0359418|yes
unreasonable|adj|E0063335|unreasonableness|noun|E0063336|yes
gauche|adj|E0029456|gaucheness|noun|E0540269|yes
waterproof|adj|E0065112|waterproofness|noun|E0538650|yes
judicious|adj|E0036273|judiciousness|noun|E0036274|yes
fearful|adj|E0027461|fearfulness|noun|E0027462|yes
interesting|adj|E0035045|interestingness|noun|E0233309|yes
awful|adj|E0011464|awfulness|noun|E0011466|yes
intimate|adj|E0035362|intimateness|noun|E0540266|yes
non-emotive|adj|E0604568|non-emotiveness|noun|E0604569|yes
explosive|adj|E0026804|explosiveness|noun|E0026805|yes
sighted|adj|E0055874|sightedness|noun|E0350496|yes
legless|adj|E0037179|leglessness|noun|E0037180|yes
coercive|adj|E0017699|coerciveness|noun|E0017700|yes
nauseous|adj|E0042014|nauseousness|noun|E0042015|yes
non-straight|adj|E0606628|non-straightness|noun|E0606629|yes
nonmucoid|adj|E0236754|nonmucoidness|noun|E0559706|yes
nonforeign|adj|E0607319|nonforeignness|noun|E0607320|yes
obnoxious|adj|E0043370|obnoxiousness|noun|E0043371|yes
hoarse|adj|E0031794|hoarseness|noun|E0031795|yes
finite|adj|E0027962|finiteness|noun|E0226372|yes
undemanding|adj|E0538513|undemandingness|noun|E0598290|yes
outerdirected|adj|E0233711|outerdirectedness|noun|E0233710|yes
tone-deaf|adj|E0215133|tone-deafness|noun|E0215132|yes
tense|adj|E0060238|tenseness|noun|E0060240|yes
rapturous|adj|E0360401|rapturousness|noun|E0705416|yes
missing|adj|E0040526|missingness|noun|E0337677|yes
porous|adj|E0048987|porousness|noun|E0048988|yes
true|adj|E0062365|trueness|noun|E0062367|yes
conducive|adj|E0018362|conduciveness|noun|E0018363|yes
bleak|adj|E0013352|bleakness|noun|E0013353|yes
amphibious|adj|E0008638|amphibiousness|noun|E0008639|yes
